ticket_id,created_date,category,priority,assigned_team,status,resolution_time_hrs,is_escalated,server_id
TKT-3740,2025-11-05,Software,P1,Team C,Open,44.7,0,Server-B
TKT-3741,2025-12-05,Security,P4,Team B,Open,58.07,0,Server-B
TKT-3742,2025-09-16,Software,P2,Team A,Escalated,36.65,0,Server-C
TKT-3743,2026-01-23,Hardware,P1,Team B,Escalated,44.15,0,Server-D
TKT-3744,2026-01-17,Software,P3,Team A,Open,11.28,0,Server-B
TKT-3745,2026-03-02,Network,P2,Team C,Resolved,34.47,0,Server-D
TKT-3746,2026-06-02,Security,P4,Team B,Open,44.28,0,Server-C
TKT-3747,2026-05-09,Software,P1,Team C,Open,19.37,0,Server-E
TKT-3748,2026-02-25,Hardware,P3,Team B,Escalated,63.69,0,Server-B
TKT-3749,2025-08-14,Network,P1,Team B,Open,70.67,1,Server-D
TKT-3750,2025-06-08,Network,P1,Team C,Resolved,29.97,0,Server-D
TKT-3751,2025-11-28,Hardware,P4,Team C,Resolved,65.59,0,Server-B
TKT-3752,2026-05-01,Network,P4,Team B,Open,44.62,0,Server-E
TKT-3753,2026-03-27,Security,P2,Team B,Resolved,7.95,0,Server-D
TKT-3754,2025-12-01,Network,P3,Team D,Resolved,49.24,1,Server-D
TKT-3755,2026-04-23,Network,P1,Team C,Resolved,41.11,1,Server-D
TKT-3756,2026-05-05,Network,P4,Team C,Escalated,61.38,0,Server-C
TKT-3757,2025-09-09,Hardware,P1,Team C,Escalated,23.56,0,Server-B
TKT-3758,2026-01-20,Network,P2,Team D,Open,58.29,0,Server-E
TKT-3759,2025-11-12,Security,P1,Team B,Open,67.75,0,Server-A
TKT-3760,2026-05-21,Hardware,P3,Team D,Escalated,55.05,0,Server-B
TKT-3761,2025-11-05,Network,P3,Team A,Open,56.44,0,Server-C
TKT-3762,2025-12-17,Security,P4,Team C,Escalated,45.41,0,Server-B
TKT-3763,2025-11-05,Security,P1,Team A,Resolved,64.1,0,Server-D
TKT-3764,2026-04-27,Hardware,P1,Team A,Escalated,8.11,0,Server-C
TKT-3765,2026-05-25,Security,P1,Team A,Open,23.05,0,Server-A
TKT-3766,2026-04-19,Network,P2,Team B,Escalated,57.52,0,Server-A
TKT-3767,2025-07-31,Hardware,P1,Team D,Open,9.63,1,Server-B
TKT-3768,2025-10-03,Security,P1,Team B,Open,41.14,0,Server-D
TKT-3769,2026-03-05,Hardware,P4,Team A,Escalated,54.19,0,Server-D
TKT-3770,2026-03-09,Security,P4,Team B,Resolved,4.03,0,Server-B
TKT-3771,2025-12-07,Network,P3,Team A,Resolved,69.62,0,Server-D
TKT-3772,2025-12-10,Network,P4,Team B,Escalated,40.8,0,Server-E
TKT-3773,2026-03-09,Software,P1,Team B,Resolved,33.57,0,Server-A
TKT-3774,2026-04-19,Network,P1,Team C,Open,22.58,0,Server-C
TKT-3775,2026-01-16,Security,P4,Team B,Open,29.08,0,Server-D
TKT-3776,2026-03-31,Network,P2,Team D,Escalated,36.39,0,Server-D
TKT-3777,2026-02-08,Security,P1,Team D,Resolved,61.1,0,Server-E
TKT-3778,2025-10-10,Software,P4,Team A,Resolved,53.7,1,Server-D
TKT-3779,2025-11-05,Hardware,P1,Team C,Escalated,36.1,1,Server-A
TKT-3780,2026-04-08,Hardware,P4,Team C,Resolved,12.78,0,Server-B
TKT-3781,2025-07-07,Software,P4,Team A,Escalated,22.1,1,Server-D
TKT-3782,2025-06-23,Hardware,P4,Team D,Resolved,52.65,0,Server-C
TKT-3783,2026-02-21,Network,P1,Team D,Escalated,56.32,0,Server-B
TKT-3784,2026-01-25,Network,P3,Team B,Escalated,37.31,0,Server-E
TKT-3785,2026-02-01,Security,P4,Team B,Escalated,19.6,0,Server-C
TKT-3786,2026-03-09,Security,P3,Team D,Open,70.36,1,Server-E
TKT-3787,2025-09-21,Security,P1,Team B,Escalated,40.14,0,Server-A
TKT-3788,2025-08-25,Network,P3,Team B,Escalated,49.49,0,Server-D
TKT-3789,2025-10-30,Hardware,P1,Team C,Open,70.26,0,Server-E
TKT-3790,2026-01-04,Network,P2,Team D,Resolved,28.21,0,Server-C
TKT-3791,2025-08-07,Network,P1,Team C,Resolved,27.78,0,Server-E
TKT-3792,2025-11-20,Network,P1,Team D,Resolved,10.11,0,Server-C
TKT-3793,2025-07-26,Security,P1,Team B,Resolved,7.21,0,Server-D
TKT-3794,2025-08-27,Security,P1,Team D,Escalated,49.08,0,Server-E
TKT-3795,2026-04-08,Security,P3,Team D,Open,43.62,0,Server-B
TKT-3796,2026-03-02,Hardware,P1,Team D,Resolved,8.84,1,Server-C
TKT-3797,2026-01-10,Security,P3,Team A,Open,45.01,0,Server-A
TKT-3798,2025-08-15,Security,P1,Team D,Resolved,45.86,0,Server-D
TKT-3799,2026-02-21,Hardware,P1,Team D,Resolved,59.87,0,Server-E
TKT-3800,2025-10-29,Security,P3,Team C,Escalated,59.08,1,Server-A
TKT-3801,2025-12-07,Security,P3,Team D,Resolved,35.65,0,Server-A
TKT-3802,2025-12-28,Hardware,P1,Team D,Open,70.44,0,Server-A
TKT-3803,2026-02-24,Network,P2,Team A,Escalated,6.46,1,Server-C
TKT-3804,2026-04-09,Hardware,P2,Team A,Escalated,16.75,0,Server-D
TKT-3805,2026-05-08,Network,P2,Team A,Escalated,44.59,0,Server-C
TKT-3806,2025-09-16,Network,P1,Team C,Open,43.75,0,Server-B
TKT-3807,2025-06-26,Security,P2,Team C,Open,22.01,0,Server-E
TKT-3808,2026-04-19,Hardware,P3,Team D,Resolved,49.29,0,Server-B
TKT-3809,2025-06-28,Security,P3,Team B,Open,45.88,0,Server-C
TKT-3810,2026-02-01,Software,P1,Team D,Escalated,5.95,0,Server-C
TKT-3811,2026-05-27,Network,P3,Team D,Escalated,64.76,0,Server-B
TKT-3812,2025-06-24,Hardware,P4,Team A,Resolved,50.43,1,Server-B
TKT-3813,2026-01-12,Software,P3,Team C,Resolved,59.56,0,Server-C
TKT-3814,2025-11-13,Hardware,P1,Team C,Escalated,16.45,0,Server-E
TKT-3815,2025-06-21,Hardware,P1,Team D,Open,29.4,0,Server-E
TKT-3816,2026-04-04,Network,P4,Team C,Escalated,63.62,1,Server-B
TKT-3817,2025-12-07,Software,P1,Team B,Open,8.64,1,Server-B
TKT-3818,2025-07-17,Software,P1,Team D,Escalated,37.08,0,Server-B
TKT-3819,2025-09-28,Hardware,P4,Team B,Escalated,33.15,1,Server-B
TKT-3820,2025-08-04,Network,P4,Team B,Open,21.86,0,Server-B
TKT-3821,2025-12-08,Software,P2,Team B,Open,13.12,0,Server-A
TKT-3822,2025-08-18,Hardware,P1,Team D,Open,65.78,0,Server-B
TKT-3823,2026-02-20,Security,P3,Team C,Resolved,7.68,0,Server-C
TKT-3824,2025-09-19,Software,P3,Team B,Escalated,55.02,0,Server-B
TKT-3825,2026-04-18,Network,P2,Team C,Resolved,58.4,0,Server-A
TKT-3826,2026-03-28,Software,P4,Team D,Escalated,50.81,0,Server-A
TKT-3827,2026-05-26,Security,P1,Team C,Escalated,71.27,0,Server-E
TKT-3828,2026-02-10,Software,P1,Team C,Escalated,25.96,0,Server-B
TKT-3829,2025-06-15,Security,P1,Team C,Escalated,59.99,0,Server-C
TKT-3830,2026-03-05,Software,P1,Team A,Open,65.56,0,Server-D
TKT-3831,2025-12-13,Network,P1,Team A,Open,15.17,1,Server-C
TKT-3832,2025-11-30,Software,P2,Team B,Resolved,46.03,0,Server-B
TKT-3833,2025-10-14,Security,P4,Team D,Escalated,42.4,1,Server-E
TKT-3834,2025-06-24,Hardware,P2,Team C,Resolved,17.45,1,Server-A
TKT-3835,2026-03-27,Software,P1,Team A,Open,59.41,0,Server-E
TKT-3836,2025-08-02,Network,P2,Team C,Resolved,20.91,0,Server-C
TKT-3837,2025-12-26,Network,P4,Team D,Open,13.61,0,Server-C
TKT-3838,2026-03-04,Security,P2,Team B,Escalated,48.89,0,Server-B
TKT-3839,2025-06-30,Software,P2,Team D,Escalated,8.28,1,Server-D
TKT-3840,2026-03-20,Software,P1,Team D,Escalated,58.65,0,Server-C
TKT-3841,2026-06-05,Hardware,P2,Team D,Open,68.07,0,Server-C
TKT-3842,2026-02-17,Network,P4,Team C,Resolved,25.14,0,Server-E
TKT-3843,2025-11-10,Software,P2,Team C,Open,20.31,1,Server-A
TKT-3844,2026-04-26,Hardware,P4,Team D,Escalated,24.2,0,Server-E
TKT-3845,2025-08-06,Network,P4,Team D,Escalated,4.18,1,Server-A
TKT-3846,2026-04-07,Hardware,P1,Team A,Open,57.67,0,Server-C
TKT-3847,2026-05-06,Hardware,P4,Team B,Escalated,71.0,1,Server-D
TKT-3848,2025-06-06,Security,P4,Team D,Open,39.26,0,Server-D
TKT-3849,2026-01-10,Network,P4,Team A,Escalated,50.72,0,Server-D
TKT-3850,2025-06-17,Network,P1,Team C,Open,32.26,0,Server-A
TKT-3851,2026-04-16,Network,P2,Team C,Open,67.2,1,Server-A
TKT-3852,2025-08-30,Software,P4,Team D,Escalated,30.74,0,Server-A
TKT-3853,2025-08-01,Software,P1,Team D,Resolved,49.72,1,Server-D
TKT-3854,2025-11-02,Software,P3,Team B,Resolved,21.17,0,Server-C
TKT-3855,2025-08-05,Security,P3,Team A,Escalated,24.02,0,Server-C
TKT-3856,2025-12-14,Security,P4,Team B,Escalated,25.36,0,Server-B
TKT-3857,2026-03-31,Software,P2,Team D,Resolved,34.49,0,Server-C
TKT-3858,2026-06-01,Security,P1,Team C,Resolved,60.96,0,Server-A
TKT-3859,2025-10-02,Hardware,P3,Team D,Escalated,53.86,1,Server-C
TKT-3860,2025-10-22,Network,P4,Team B,Open,46.92,0,Server-D
TKT-3861,2025-08-13,Network,P4,Team B,Escalated,37.36,0,Server-A
TKT-3862,2026-02-12,Network,P1,Team A,Resolved,32.19,1,Server-E
TKT-3863,2025-11-08,Software,P1,Team B,Resolved,54.9,0,Server-B
TKT-3864,2025-09-28,Security,P4,Team C,Open,27.7,1,Server-A
TKT-3865,2025-09-15,Hardware,P4,Team C,Escalated,11.41,0,Server-D
TKT-3866,2026-05-01,Hardware,P3,Team C,Open,20.97,0,Server-D
TKT-3867,2025-12-22,Security,P2,Team B,Resolved,39.14,0,Server-B
TKT-3868,2026-03-16,Hardware,P3,Team D,Open,30.94,1,Server-A
TKT-3869,2025-11-27,Security,P2,Team A,Escalated,22.4,0,Server-D
TKT-3870,2026-02-04,Security,P4,Team B,Open,30.36,0,Server-D
TKT-3871,2026-03-20,Hardware,P4,Team D,Open,23.23,0,Server-E
TKT-3872,2025-07-08,Security,P4,Team C,Escalated,69.6,0,Server-E
TKT-3873,2025-06-30,Software,P3,Team B,Escalated,60.59,0,Server-B
TKT-3874,2025-10-27,Software,P2,Team D,Open,33.64,0,Server-A
TKT-3875,2026-05-09,Hardware,P4,Team D,Escalated,30.81,1,Server-C
TKT-3876,2026-05-20,Network,P3,Team B,Resolved,69.04,1,Server-D
TKT-3877,2025-10-25,Security,P3,Team A,Escalated,43.37,0,Server-B
TKT-3878,2026-04-29,Software,P1,Team A,Escalated,54.56,0,Server-B
TKT-3879,2026-02-23,Network,P1,Team A,Open,51.95,0,Server-A
TKT-3880,2025-10-19,Security,P3,Team D,Escalated,52.54,0,Server-B
TKT-3881,2025-07-25,Software,P3,Team C,Resolved,38.3,0,Server-D
TKT-3882,2025-09-17,Software,P2,Team C,Resolved,65.88,0,Server-D
TKT-3883,2025-12-22,Security,P1,Team A,Resolved,19.48,0,Server-E
TKT-3884,2025-08-08,Network,P1,Team A,Open,18.43,0,Server-E
TKT-3885,2026-05-15,Software,P4,Team A,Resolved,43.6,1,Server-C
TKT-3886,2026-05-31,Network,P1,Team A,Open,63.96,0,Server-D
TKT-3887,2026-05-11,Software,P4,Team D,Resolved,23.15,0,Server-D
TKT-3888,2025-11-23,Security,P4,Team A,Open,46.64,1,Server-E
TKT-3889,2025-07-20,Security,P1,Team C,Open,33.77,1,Server-D
TKT-3890,2025-06-27,Security,P2,Team A,Open,27.47,0,Server-C
TKT-3891,2025-11-18,Security,P3,Team C,Resolved,38.4,0,Server-C
TKT-3892,2025-12-25,Hardware,P2,Team B,Resolved,52.83,0,Server-D
TKT-3893,2025-11-19,Security,P3,Team A,Escalated,20.76,1,Server-B
TKT-3894,2026-02-23,Security,P2,Team B,Resolved,18.99,0,Server-A
TKT-3895,2025-07-26,Hardware,P1,Team D,Escalated,3.29,1,Server-C
TKT-3896,2025-09-08,Security,P2,Team B,Open,42.95,0,Server-C
TKT-3897,2025-07-23,Security,P3,Team B,Escalated,33.32,0,Server-B
TKT-3898,2025-10-17,Network,P2,Team C,Open,19.63,0,Server-A
TKT-3899,2026-05-04,Hardware,P2,Team D,Open,17.02,0,Server-A
TKT-3900,2025-11-23,Security,P4,Team C,Escalated,35.01,0,Server-B
TKT-3901,2026-05-09,Network,P2,Team C,Resolved,36.89,0,Server-A
TKT-3902,2026-04-01,Hardware,P3,Team C,Resolved,20.0,1,Server-C
TKT-3903,2026-03-14,Network,P3,Team B,Open,67.43,0,Server-B
TKT-3904,2026-02-27,Network,P4,Team C,Escalated,63.25,0,Server-E
TKT-3905,2026-01-06,Software,P1,Team B,Open,70.52,0,Server-C
TKT-3906,2025-08-05,Network,P4,Team D,Escalated,54.81,0,Server-B
TKT-3907,2025-08-15,Hardware,P1,Team B,Escalated,38.81,0,Server-E
TKT-3908,2026-04-16,Network,P1,Team B,Open,5.62,0,Server-D
TKT-3909,2026-04-27,Hardware,P3,Team B,Open,44.08,0,Server-C
TKT-3910,2025-12-10,Hardware,P1,Team C,Open,33.9,0,Server-A
TKT-3911,2025-11-26,Network,P2,Team A,Open,23.32,1,Server-B
TKT-3912,2025-06-26,Software,P1,Team A,Escalated,52.38,0,Server-B
TKT-3913,2026-04-29,Hardware,P1,Team C,Open,26.3,0,Server-A
TKT-3914,2026-02-04,Network,P3,Team B,Resolved,14.48,0,Server-C
TKT-3915,2025-06-05,Network,P4,Team D,Open,7.24,0,Server-A
TKT-3916,2026-02-07,Security,P3,Team C,Open,55.53,0,Server-D
TKT-3917,2025-09-08,Security,P4,Team B,Open,57.82,0,Server-C
TKT-3918,2026-02-17,Network,P2,Team A,Resolved,29.87,0,Server-C
TKT-3919,2025-12-18,Hardware,P1,Team D,Escalated,49.59,0,Server-A
TKT-3920,2025-09-13,Security,P1,Team D,Open,28.02,0,Server-A
TKT-3921,2026-05-06,Network,P2,Team B,Open,18.75,0,Server-D
TKT-3922,2025-12-22,Hardware,P4,Team B,Resolved,49.78,1,Server-C
TKT-3923,2026-05-22,Security,P2,Team D,Open,41.36,1,Server-B
TKT-3924,2025-10-31,Network,P2,Team C,Escalated,41.68,0,Server-A
TKT-3925,2025-12-12,Network,P3,Team B,Resolved,48.01,0,Server-D
TKT-3926,2026-02-14,Hardware,P2,Team D,Resolved,50.95,0,Server-B
TKT-3927,2026-01-08,Network,P1,Team D,Escalated,40.68,1,Server-B
TKT-3928,2025-06-07,Software,P2,Team D,Resolved,11.28,0,Server-A
TKT-3929,2025-11-16,Software,P3,Team B,Open,58.61,0,Server-E
TKT-3930,2025-09-03,Network,P2,Team D,Resolved,58.23,0,Server-C
TKT-3931,2026-04-23,Network,P2,Team B,Escalated,1.91,0,Server-C
TKT-3932,2026-05-04,Security,P3,Team D,Escalated,50.17,0,Server-A
TKT-3933,2026-03-23,Network,P3,Team A,Open,36.69,0,Server-D
TKT-3934,2025-10-18,Security,P3,Team B,Resolved,7.66,1,Server-C
TKT-3935,2026-01-15,Software,P4,Team B,Resolved,37.55,1,Server-E
TKT-3936,2025-07-11,Security,P4,Team C,Escalated,50.51,0,Server-A
TKT-3937,2025-09-12,Hardware,P4,Team A,Escalated,46.95,0,Server-E
TKT-3938,2025-07-20,Network,P1,Team A,Open,62.64,1,Server-A
TKT-3939,2025-09-13,Software,P4,Team C,Open,54.48,0,Server-E
TKT-3940,2026-05-15,Network,P2,Team A,Resolved,24.38,0,Server-E
TKT-3941,2025-06-09,Software,P2,Team B,Open,41.44,0,Server-A
TKT-3942,2025-07-22,Network,P3,Team D,Open,52.91,0,Server-B
TKT-3943,2026-04-09,Software,P4,Team B,Open,18.0,0,Server-A
TKT-3944,2026-02-11,Security,P4,Team B,Open,5.0,0,Server-B
TKT-3945,2025-10-05,Hardware,P4,Team D,Resolved,58.36,0,Server-E
TKT-3946,2026-05-02,Security,P4,Team C,Escalated,49.9,0,Server-E
TKT-3947,2025-11-06,Hardware,P3,Team B,Resolved,38.31,0,Server-E
TKT-3948,2025-12-21,Network,P1,Team B,Resolved,18.43,0,Server-A
TKT-3949,2025-10-03,Security,P3,Team D,Open,52.65,1,Server-D
TKT-3950,2026-05-12,Security,P4,Team A,Open,68.39,0,Server-C
TKT-3951,2026-03-02,Hardware,P4,Team C,Open,20.93,0,Server-E
TKT-3952,2025-07-03,Security,P3,Team B,Resolved,17.4,0,Server-A
TKT-3953,2025-09-28,Security,P3,Team C,Open,56.9,0,Server-E
TKT-3954,2025-12-22,Hardware,P4,Team C,Open,51.31,0,Server-A
TKT-3955,2026-02-21,Network,P3,Team D,Open,64.0,0,Server-D
TKT-3956,2025-08-10,Security,P3,Team A,Open,47.29,1,Server-D
TKT-3957,2025-12-17,Software,P3,Team B,Escalated,44.53,0,Server-C
TKT-3958,2025-12-07,Network,P3,Team D,Escalated,63.96,1,Server-D
TKT-3959,2025-08-03,Security,P2,Team A,Resolved,41.17,0,Server-C
TKT-3960,2026-01-30,Hardware,P1,Team A,Escalated,56.68,0,Server-A
TKT-3961,2025-07-10,Software,P4,Team B,Resolved,66.46,0,Server-B
TKT-3962,2025-09-21,Software,P2,Team C,Open,43.61,1,Server-D
TKT-3963,2026-02-15,Security,P1,Team C,Escalated,47.5,0,Server-A
TKT-3964,2026-02-12,Network,P3,Team A,Resolved,14.95,0,Server-E
TKT-3965,2025-06-29,Network,P1,Team C,Resolved,32.14,0,Server-C
TKT-3966,2026-05-05,Security,P4,Team D,Resolved,66.93,0,Server-C
TKT-3967,2026-01-12,Software,P4,Team A,Escalated,18.4,0,Server-D
TKT-3968,2025-07-25,Network,P4,Team D,Escalated,67.13,1,Server-B
TKT-3969,2026-02-10,Security,P2,Team A,Open,24.63,0,Server-D
TKT-3970,2026-01-21,Software,P1,Team A,Open,50.05,0,Server-D
TKT-3971,2025-12-04,Security,P2,Team C,Open,4.02,0,Server-C
TKT-3972,2025-10-17,Software,P2,Team B,Resolved,48.82,1,Server-C
TKT-3973,2025-11-17,Software,P2,Team A,Resolved,28.43,1,Server-C
TKT-3974,2025-06-10,Hardware,P3,Team D,Escalated,46.54,0,Server-C
TKT-3975,2025-10-02,Security,P1,Team D,Open,44.28,0,Server-D
TKT-3976,2026-03-25,Software,P1,Team A,Open,36.85,1,Server-D
TKT-3977,2026-01-11,Software,P3,Team A,Resolved,41.65,0,Server-C
TKT-3978,2026-05-07,Network,P3,Team B,Escalated,15.63,0,Server-D
TKT-3979,2025-11-16,Software,P2,Team B,Open,56.42,0,Server-E
TKT-3980,2025-09-17,Security,P3,Team D,Escalated,31.84,1,Server-C
TKT-3981,2026-03-20,Network,P4,Team A,Escalated,24.16,0,Server-B
TKT-3982,2025-07-09,Software,P2,Team D,Open,34.42,1,Server-A
TKT-3983,2026-02-05,Software,P4,Team B,Resolved,52.54,0,Server-E
TKT-3984,2025-12-12,Network,P4,Team D,Open,18.11,0,Server-C
TKT-3985,2025-08-10,Hardware,P3,Team D,Escalated,9.87,0,Server-A
TKT-3986,2025-06-11,Network,P1,Team C,Open,18.91,1,Server-B
TKT-3987,2025-08-17,Software,P3,Team B,Open,6.09,0,Server-E
TKT-3988,2025-09-27,Security,P2,Team B,Escalated,67.92,1,Server-E
TKT-3989,2025-09-12,Software,P4,Team C,Resolved,16.85,0,Server-D
TKT-3990,2026-02-21,Software,P1,Team D,Open,24.34,0,Server-D
TKT-3991,2026-05-13,Hardware,P3,Team B,Resolved,62.11,0,Server-C
TKT-3992,2025-09-15,Software,P1,Team C,Escalated,54.03,0,Server-D
TKT-3993,2026-03-17,Software,P1,Team D,Escalated,4.15,0,Server-A
TKT-3994,2025-07-01,Hardware,P4,Team B,Resolved,16.15,0,Server-D
TKT-3995,2025-10-02,Network,P3,Team A,Escalated,8.23,1,Server-E
TKT-3996,2025-10-20,Security,P1,Team C,Open,70.51,1,Server-B
TKT-3997,2025-06-30,Software,P1,Team C,Open,23.67,0,Server-A
TKT-3998,2025-08-24,Hardware,P4,Team C,Escalated,51.69,1,Server-A
TKT-3999,2025-07-15,Network,P4,Team A,Resolved,44.2,1,Server-A
TKT-4000,2026-04-12,Network,P1,Team D,Escalated,44.72,0,Server-A
TKT-4001,2025-08-15,Network,P4,Team A,Escalated,33.66,0,Server-E
TKT-4002,2025-10-25,Network,P4,Team D,Open,43.41,0,Server-C
TKT-4003,2026-04-12,Network,P4,Team B,Resolved,54.2,0,Server-E
TKT-4004,2025-10-27,Hardware,P4,Team D,Escalated,49.06,0,Server-B
TKT-4005,2026-02-20,Security,P4,Team B,Escalated,63.42,0,Server-E
TKT-4006,2025-06-16,Security,P1,Team D,Resolved,33.27,0,Server-E
TKT-4007,2025-12-10,Hardware,P3,Team A,Resolved,17.36,0,Server-A
TKT-4008,2026-02-27,Hardware,P1,Team A,Escalated,14.46,1,Server-C
TKT-4009,2025-08-06,Hardware,P4,Team C,Open,17.1,1,Server-B
TKT-4010,2025-09-18,Software,P4,Team D,Escalated,55.57,0,Server-C
TKT-4011,2025-09-16,Network,P2,Team A,Open,4.66,1,Server-B
TKT-4012,2026-01-17,Software,P4,Team C,Open,58.78,1,Server-A
TKT-4013,2025-11-29,Hardware,P3,Team B,Open,30.47,1,Server-E
TKT-4014,2025-10-24,Software,P1,Team B,Open,62.34,1,Server-D
TKT-4015,2025-10-11,Network,P1,Team B,Open,10.12,0,Server-B
TKT-4016,2025-11-14,Network,P3,Team B,Escalated,62.54,1,Server-A
TKT-4017,2026-03-05,Network,P4,Team B,Escalated,58.51,0,Server-D
TKT-4018,2026-06-02,Software,P4,Team C,Open,45.67,1,Server-C
TKT-4019,2026-01-27,Hardware,P2,Team C,Open,59.15,0,Server-C
TKT-4020,2026-03-14,Network,P1,Team A,Open,38.79,0,Server-A
TKT-4021,2026-02-27,Hardware,P4,Team D,Resolved,37.3,0,Server-C
TKT-4022,2025-10-29,Hardware,P1,Team B,Open,59.61,0,Server-E
TKT-4023,2026-03-23,Hardware,P4,Team D,Open,22.36,0,Server-E
TKT-4024,2026-05-08,Software,P4,Team A,Escalated,28.12,0,Server-B
TKT-4025,2025-09-17,Network,P1,Team C,Open,38.08,0,Server-B
TKT-4026,2025-10-20,Software,P3,Team A,Resolved,8.9,1,Server-B
TKT-4027,2025-12-12,Hardware,P4,Team A,Resolved,1.11,1,Server-D
TKT-4028,2025-08-01,Software,P4,Team D,Resolved,52.99,0,Server-D
TKT-4029,2026-03-03,Security,P4,Team A,Open,17.84,1,Server-D
TKT-4030,2025-08-20,Hardware,P3,Team A,Escalated,30.9,1,Server-A
TKT-4031,2026-01-22,Security,P2,Team A,Escalated,11.46,0,Server-E
TKT-4032,2026-03-30,Security,P1,Team C,Resolved,36.57,0,Server-A
TKT-4033,2025-06-24,Hardware,P2,Team D,Escalated,47.46,1,Server-C
TKT-4034,2025-07-04,Security,P4,Team C,Resolved,42.81,0,Server-D
TKT-4035,2025-09-22,Network,P3,Team B,Open,49.4,1,Server-C
TKT-4036,2025-07-23,Network,P4,Team A,Resolved,22.18,0,Server-A
TKT-4037,2026-01-14,Security,P1,Team A,Open,5.91,0,Server-E
TKT-4038,2025-07-05,Network,P2,Team D,Open,11.1,1,Server-D
TKT-4039,2025-10-23,Network,P4,Team C,Resolved,9.37,0,Server-B
TKT-4040,2025-07-13,Network,P2,Team D,Open,10.84,0,Server-B
TKT-4041,2025-10-25,Security,P1,Team B,Resolved,9.03,0,Server-E
TKT-4042,2026-01-21,Security,P3,Team C,Open,1.74,0,Server-B
TKT-4043,2026-03-21,Software,P2,Team C,Resolved,49.45,0,Server-A
TKT-4044,2025-10-01,Security,P3,Team D,Resolved,63.86,0,Server-A
TKT-4045,2025-08-11,Security,P3,Team C,Escalated,27.79,0,Server-C
TKT-4046,2026-05-31,Network,P1,Team B,Open,6.79,0,Server-A
TKT-4047,2026-01-04,Hardware,P2,Team B,Resolved,41.57,0,Server-E
TKT-4048,2025-10-31,Security,P1,Team B,Escalated,58.37,1,Server-A
TKT-4049,2025-09-02,Security,P4,Team A,Escalated,50.65,0,Server-A
TKT-4050,2025-11-26,Software,P4,Team D,Resolved,64.42,0,Server-A
TKT-4051,2025-10-07,Hardware,P3,Team D,Resolved,24.43,1,Server-C
TKT-4052,2025-09-22,Hardware,P3,Team B,Resolved,32.82,0,Server-A
TKT-4053,2026-05-08,Security,P4,Team D,Escalated,62.46,1,Server-A
TKT-4054,2025-07-18,Network,P4,Team C,Resolved,23.02,1,Server-B
TKT-4055,2026-03-27,Network,P4,Team B,Resolved,17.16,0,Server-C
TKT-4056,2025-06-25,Security,P4,Team C,Escalated,64.63,0,Server-C
TKT-4057,2025-07-18,Network,P1,Team C,Open,20.94,0,Server-E
TKT-4058,2026-05-27,Software,P4,Team B,Resolved,39.44,0,Server-D
TKT-4059,2025-07-05,Network,P3,Team C,Resolved,35.34,1,Server-E
TKT-4060,2025-10-08,Software,P3,Team D,Escalated,60.07,0,Server-A
TKT-4061,2026-03-04,Network,P4,Team D,Escalated,22.77,1,Server-C
TKT-4062,2026-01-24,Software,P3,Team D,Escalated,33.75,1,Server-B
TKT-4063,2025-09-10,Hardware,P4,Team B,Escalated,36.99,0,Server-A
TKT-4064,2025-07-15,Hardware,P1,Team C,Open,28.0,0,Server-D
TKT-4065,2025-12-17,Network,P4,Team D,Open,42.9,0,Server-D
TKT-4066,2025-08-05,Network,P2,Team B,Escalated,56.51,1,Server-A
TKT-4067,2025-08-21,Security,P4,Team D,Escalated,43.33,1,Server-A
TKT-4068,2025-12-27,Hardware,P4,Team B,Escalated,16.82,1,Server-E
TKT-4069,2026-01-23,Hardware,P4,Team A,Open,56.76,0,Server-D
TKT-4070,2026-01-21,Hardware,P3,Team A,Resolved,40.33,1,Server-B
TKT-4071,2026-04-25,Hardware,P1,Team D,Open,69.65,0,Server-C
TKT-4072,2026-01-04,Hardware,P2,Team B,Resolved,49.59,0,Server-A
TKT-4073,2026-05-20,Hardware,P2,Team B,Escalated,20.87,0,Server-D
TKT-4074,2026-01-02,Network,P4,Team C,Open,17.09,0,Server-D
TKT-4075,2026-02-11,Software,P2,Team B,Escalated,32.07,1,Server-C
TKT-4076,2026-01-21,Hardware,P3,Team A,Resolved,36.92,0,Server-D
TKT-4077,2026-05-04,Network,P1,Team D,Escalated,19.02,0,Server-C
TKT-4078,2026-01-29,Security,P3,Team B,Resolved,9.27,0,Server-C
TKT-4079,2025-07-13,Hardware,P3,Team C,Escalated,65.22,0,Server-C
TKT-4080,2026-05-20,Hardware,P4,Team D,Escalated,69.91,0,Server-C
TKT-4081,2026-02-13,Network,P4,Team D,Open,38.63,1,Server-E
TKT-4082,2025-11-20,Security,P1,Team B,Resolved,17.24,0,Server-B
TKT-4083,2025-12-27,Network,P2,Team A,Escalated,3.43,0,Server-E
TKT-4084,2026-05-15,Software,P4,Team D,Resolved,68.55,0,Server-E
TKT-4085,2026-01-27,Security,P4,Team B,Open,36.29,0,Server-C
TKT-4086,2025-11-11,Hardware,P3,Team C,Escalated,13.33,0,Server-D
TKT-4087,2026-01-22,Security,P3,Team C,Resolved,31.32,0,Server-B
TKT-4088,2025-10-03,Hardware,P1,Team D,Resolved,2.38,0,Server-A
TKT-4089,2025-09-01,Hardware,P4,Team C,Escalated,49.62,0,Server-A
