log_id,timestamp,server_id,log_level,uptime_percentage,response_time_ms
LOG-3715,2025-07-13 17:54:13,Server-D,CRITICAL,88.05,1287.17
LOG-3716,2026-01-07 22:50:05,Server-E,CRITICAL,86.35,1795.96
LOG-3717,2025-09-08 12:50:32,Server-A,CRITICAL,90.51,350.86
LOG-3718,2025-12-16 21:51:40,Server-D,INFO,94.87,264.56
LOG-3719,2025-10-09 16:37:20,Server-C,ERROR,91.83,1278.43
LOG-3720,2025-10-20 20:45:37,Server-A,CRITICAL,86.81,595.27
LOG-3721,2025-11-13 07:40:35,Server-C,INFO,93.02,994.4
LOG-3722,2025-07-12 13:43:31,Server-B,WARN,94.38,1401.08
LOG-3723,2026-01-02 19:55:44,Server-B,CRITICAL,94.53,1739.78
LOG-3724,2025-09-17 00:08:33,Server-E,CRITICAL,87.67,1929.3
LOG-3725,2026-06-01 18:07:53,Server-D,INFO,96.8,1527.44
LOG-3726,2026-06-06 01:30:04,Server-A,CRITICAL,92.79,994.16
LOG-3727,2025-06-19 01:03:31,Server-B,CRITICAL,97.76,1004.82
LOG-3728,2025-06-07 11:58:41,Server-A,CRITICAL,94.74,226.57
LOG-3729,2026-01-04 09:03:14,Server-C,CRITICAL,88.21,264.97
LOG-3730,2025-08-29 23:09:37,Server-D,INFO,86.75,1108.34
LOG-3731,2025-12-23 03:25:02,Server-B,WARN,87.66,484.13
LOG-3732,2025-07-06 11:02:27,Server-D,INFO,87.07,1022.08
LOG-3733,2026-02-09 16:28:22,Server-D,ERROR,86.21,63.63
LOG-3734,2025-06-18 23:52:34,Server-E,INFO,88.09,1723.48
LOG-3735,2026-05-06 15:30:55,Server-D,ERROR,94.32,1260.55
LOG-3736,2025-12-09 13:19:13,Server-C,INFO,87.17,1447.08
LOG-3737,2025-09-04 14:07:25,Server-B,INFO,89.03,1671.65
LOG-3738,2025-11-11 11:20:14,Server-A,WARN,93.0,421.52
LOG-3739,2025-08-13 18:42:59,Server-D,CRITICAL,99.26,1114.22
LOG-3740,2026-02-02 00:22:50,Server-E,INFO,94.23,797.34
LOG-3741,2026-04-19 00:07:53,Server-C,INFO,95.32,433.31
LOG-3742,2025-12-22 23:36:27,Server-D,CRITICAL,97.41,1828.69
LOG-3743,2025-07-04 04:10:37,Server-C,CRITICAL,98.83,574.78
LOG-3744,2026-03-04 11:08:18,Server-B,INFO,92.3,1032.98
LOG-3745,2026-03-14 22:46:00,Server-A,ERROR,86.08,706.42
LOG-3746,2026-01-03 13:14:22,Server-C,ERROR,96.75,857.25
LOG-3747,2025-06-17 01:01:23,Server-A,INFO,95.9,1663.01
LOG-3748,2026-03-10 01:03:40,Server-A,CRITICAL,97.47,631.1
LOG-3749,2026-04-01 11:05:12,Server-C,INFO,90.85,264.87
LOG-3750,2025-09-29 04:41:56,Server-A,WARN,87.92,527.27
LOG-3751,2026-03-29 19:24:50,Server-A,ERROR,92.01,240.46
LOG-3752,2026-04-12 19:26:00,Server-A,WARN,94.25,1850.35
LOG-3753,2026-06-01 04:07:50,Server-C,WARN,96.57,1874.74
LOG-3754,2026-05-07 15:24:46,Server-C,WARN,99.76,839.03
LOG-3755,2026-05-17 05:49:12,Server-B,WARN,90.93,775.9
LOG-3756,2026-06-01 11:02:18,Server-E,ERROR,94.58,986.26
LOG-3757,2025-07-13 07:50:39,Server-B,ERROR,85.35,1216.7
LOG-3758,2025-08-15 07:28:51,Server-E,ERROR,87.32,129.14
LOG-3759,2026-01-06 15:16:31,Server-E,ERROR,99.68,1816.12
LOG-3760,2025-11-07 21:29:10,Server-B,INFO,98.71,613.74
LOG-3761,2026-03-10 05:21:49,Server-E,WARN,91.06,1536.89
LOG-3762,2025-12-20 07:19:14,Server-E,ERROR,92.84,1620.91
LOG-3763,2025-12-16 22:33:41,Server-A,CRITICAL,92.61,540.93
LOG-3764,2025-06-20 09:10:21,Server-D,INFO,98.54,505.47
LOG-3765,2025-09-28 12:29:46,Server-E,CRITICAL,96.33,1216.49
LOG-3766,2025-09-12 11:49:10,Server-B,CRITICAL,96.92,580.97
LOG-3767,2026-01-01 20:25:14,Server-B,ERROR,96.44,1241.04
LOG-3768,2026-01-03 15:08:30,Server-C,ERROR,89.62,1277.84
LOG-3769,2026-02-24 02:13:24,Server-A,CRITICAL,89.58,1910.38
LOG-3770,2025-09-20 08:04:34,Server-A,ERROR,97.55,1601.5
LOG-3771,2025-09-11 10:03:39,Server-B,ERROR,91.88,731.69
LOG-3772,2026-04-19 23:46:29,Server-E,CRITICAL,96.86,173.21
LOG-3773,2025-07-15 06:53:01,Server-D,WARN,85.8,1119.13
LOG-3774,2025-08-12 03:07:49,Server-A,WARN,88.74,965.85
LOG-3775,2025-11-21 06:19:27,Server-A,WARN,91.9,1472.64
LOG-3776,2025-07-24 10:52:08,Server-B,INFO,90.46,1515.53
LOG-3777,2025-10-15 13:12:17,Server-E,CRITICAL,91.79,1542.62
LOG-3778,2026-03-27 21:45:18,Server-E,INFO,98.55,1455.35
LOG-3779,2025-06-07 03:03:40,Server-A,WARN,88.14,1335.85
LOG-3780,2025-11-22 15:42:40,Server-C,WARN,91.75,1217.09
LOG-3781,2025-10-23 23:31:23,Server-A,WARN,94.94,993.57
LOG-3782,2025-08-24 09:57:29,Server-E,CRITICAL,97.12,1643.78
LOG-3783,2025-12-04 02:43:20,Server-C,INFO,96.67,1983.32
LOG-3784,2025-08-25 16:37:58,Server-C,WARN,85.14,520.47
LOG-3785,2025-07-18 00:42:40,Server-A,INFO,89.3,1502.13
LOG-3786,2026-02-24 18:32:27,Server-A,WARN,86.86,1452.05
LOG-3787,2025-07-14 16:54:52,Server-E,INFO,96.67,1810.49
LOG-3788,2025-09-03 09:20:33,Server-A,WARN,93.1,892.05
LOG-3789,2026-04-13 14:45:40,Server-A,INFO,93.44,1006.85
LOG-3790,2026-04-10 09:35:31,Server-B,ERROR,90.67,1512.63
LOG-3791,2026-03-23 15:33:15,Server-D,WARN,86.29,1630.3
LOG-3792,2025-11-27 05:28:36,Server-D,INFO,98.97,66.02
LOG-3793,2026-04-25 14:45:27,Server-A,WARN,96.54,1015.66
LOG-3794,2025-12-16 13:28:19,Server-E,ERROR,96.25,1359.74
LOG-3795,2026-03-28 17:07:57,Server-B,INFO,87.84,852.04
LOG-3796,2025-07-10 04:15:30,Server-B,ERROR,98.34,150.9
LOG-3797,2025-07-27 00:26:48,Server-E,INFO,98.84,951.69
LOG-3798,2025-07-18 12:24:58,Server-C,INFO,85.18,875.4
LOG-3799,2025-11-25 08:37:31,Server-B,INFO,88.36,411.53
LOG-3800,2026-02-12 10:42:59,Server-D,CRITICAL,98.74,54.53
LOG-3801,2025-09-26 13:52:30,Server-D,WARN,99.19,1626.56
LOG-3802,2026-04-26 08:25:54,Server-E,WARN,85.63,1143.15
LOG-3803,2026-04-20 14:59:33,Server-D,WARN,92.44,995.8
LOG-3804,2025-11-02 15:05:41,Server-E,CRITICAL,93.16,775.78
LOG-3805,2026-01-06 02:37:36,Server-A,CRITICAL,92.53,933.31
LOG-3806,2026-03-28 08:39:56,Server-A,ERROR,88.36,104.27
LOG-3807,2026-04-04 16:00:04,Server-E,ERROR,98.91,295.81
LOG-3808,2026-05-20 14:39:55,Server-C,INFO,97.04,920.6
LOG-3809,2025-09-30 12:04:35,Server-C,ERROR,93.67,993.77
LOG-3810,2026-04-20 23:23:39,Server-E,WARN,96.84,1144.16
LOG-3811,2025-12-19 15:35:46,Server-C,INFO,85.47,1038.12
LOG-3812,2025-09-13 09:20:19,Server-E,WARN,96.65,625.6
LOG-3813,2025-07-16 20:37:49,Server-A,WARN,99.0,1820.14
LOG-3814,2025-11-04 04:38:28,Server-E,INFO,85.49,414.05
LOG-3815,2026-05-16 02:35:01,Server-C,ERROR,85.12,1507.02
LOG-3816,2026-01-13 09:00:30,Server-D,CRITICAL,87.85,1050.98
LOG-3817,2025-09-04 12:46:50,Server-E,CRITICAL,93.38,293.51
LOG-3818,2025-08-10 11:12:14,Server-C,INFO,86.03,485.7
LOG-3819,2025-11-24 21:24:15,Server-B,INFO,96.4,1232.77
LOG-3820,2025-10-26 21:07:38,Server-E,INFO,88.72,1746.4
LOG-3821,2026-04-13 03:37:42,Server-C,ERROR,98.06,1258.4
LOG-3822,2026-01-15 20:37:55,Server-D,ERROR,93.27,1284.08
LOG-3823,2026-05-11 21:06:48,Server-E,WARN,99.34,884.55
LOG-3824,2025-08-14 01:51:36,Server-D,CRITICAL,95.77,1236.61
LOG-3825,2025-07-17 21:16:56,Server-A,ERROR,89.5,1660.66
LOG-3826,2026-03-26 10:17:31,Server-A,ERROR,89.18,538.8
LOG-3827,2026-03-29 23:57:39,Server-A,WARN,94.13,117.18
LOG-3828,2025-10-10 08:04:19,Server-D,INFO,90.65,1078.41
LOG-3829,2026-02-05 20:22:23,Server-B,WARN,97.83,1954.97
LOG-3830,2026-04-17 09:30:03,Server-E,CRITICAL,85.68,755.49
LOG-3831,2025-12-13 20:55:02,Server-C,INFO,88.31,1735.08
LOG-3832,2025-07-03 14:23:05,Server-A,CRITICAL,91.2,1444.88
LOG-3833,2025-08-09 10:42:48,Server-B,INFO,93.55,360.67
LOG-3834,2026-02-03 15:59:06,Server-B,WARN,96.71,1366.13
LOG-3835,2025-07-21 16:08:18,Server-A,ERROR,95.69,953.51
LOG-3836,2026-05-25 18:40:47,Server-A,WARN,85.35,1981.32
LOG-3837,2025-07-13 00:28:27,Server-E,INFO,91.47,656.31
LOG-3838,2026-04-11 18:31:07,Server-A,CRITICAL,96.17,691.07
LOG-3839,2026-05-06 04:05:53,Server-C,INFO,98.23,1723.31
LOG-3840,2026-06-06 12:39:14,Server-B,INFO,88.08,1350.58
LOG-3841,2026-04-04 04:54:24,Server-D,WARN,87.4,1887.82
LOG-3842,2026-03-07 06:45:50,Server-E,CRITICAL,91.34,1520.63
LOG-3843,2026-05-25 03:08:31,Server-E,ERROR,99.0,1539.88
LOG-3844,2025-10-02 18:34:34,Server-D,CRITICAL,93.09,1191.86
LOG-3845,2025-10-26 16:23:51,Server-C,CRITICAL,85.71,1177.2
LOG-3846,2025-09-22 10:27:03,Server-E,WARN,88.23,1756.35
LOG-3847,2026-03-02 21:46:30,Server-E,INFO,86.86,1283.81
LOG-3848,2026-03-22 19:59:01,Server-D,CRITICAL,93.79,1548.95
LOG-3849,2026-02-23 15:39:18,Server-B,CRITICAL,87.67,1467.18
LOG-3850,2025-12-02 06:10:30,Server-D,INFO,91.94,954.57
LOG-3851,2025-12-26 06:18:55,Server-E,ERROR,94.14,1040.32
LOG-3852,2025-08-31 12:48:58,Server-D,CRITICAL,85.38,1885.31
LOG-3853,2026-05-31 17:20:57,Server-D,CRITICAL,97.77,1204.74
LOG-3854,2026-02-05 14:28:58,Server-D,WARN,99.98,1222.05
LOG-3855,2025-10-14 00:27:33,Server-A,INFO,96.59,492.12
LOG-3856,2025-07-30 19:59:11,Server-B,CRITICAL,99.1,915.46
LOG-3857,2025-08-09 16:26:40,Server-D,WARN,98.34,912.25
LOG-3858,2026-03-04 18:39:58,Server-D,ERROR,89.59,1281.91
LOG-3859,2025-11-29 00:48:15,Server-D,INFO,87.03,1182.76
LOG-3860,2026-03-22 01:15:24,Server-E,WARN,85.26,453.64
LOG-3861,2025-11-26 13:56:57,Server-D,INFO,94.49,641.5
LOG-3862,2025-09-23 02:24:58,Server-A,CRITICAL,88.06,362.55
LOG-3863,2025-06-20 16:35:30,Server-E,CRITICAL,98.52,277.97
LOG-3864,2025-06-30 02:51:26,Server-C,CRITICAL,91.21,1475.22
LOG-3865,2025-10-11 07:20:37,Server-B,ERROR,92.45,966.82
LOG-3866,2025-09-22 00:56:16,Server-A,CRITICAL,96.61,1076.09
LOG-3867,2025-07-18 03:36:40,Server-E,CRITICAL,89.74,1277.98
LOG-3868,2026-04-08 09:08:29,Server-B,ERROR,98.19,1414.39
LOG-3869,2026-05-28 05:46:07,Server-E,ERROR,94.83,545.54
LOG-3870,2025-08-23 14:07:12,Server-C,INFO,99.81,243.31
LOG-3871,2026-02-05 04:17:19,Server-C,INFO,89.46,904.98
LOG-3872,2026-04-04 17:39:00,Server-A,ERROR,87.16,1689.19
LOG-3873,2026-05-06 06:17:45,Server-B,WARN,96.01,1141.5
LOG-3874,2026-02-10 12:40:57,Server-A,WARN,91.38,607.62
LOG-3875,2026-02-18 06:50:49,Server-A,INFO,95.39,1232.43
LOG-3876,2025-11-07 08:23:12,Server-C,CRITICAL,91.17,625.69
LOG-3877,2026-06-03 16:28:00,Server-C,INFO,90.77,909.84
LOG-3878,2025-12-26 15:42:06,Server-A,WARN,94.24,84.96
LOG-3879,2025-06-26 10:49:33,Server-A,ERROR,96.66,935.98
LOG-3880,2025-10-14 22:24:38,Server-C,INFO,92.19,179.76
LOG-3881,2025-12-04 09:11:08,Server-C,INFO,91.79,1698.73
LOG-3882,2026-03-17 01:40:46,Server-A,CRITICAL,95.76,848.12
LOG-3883,2025-09-21 21:08:58,Server-A,ERROR,99.65,1458.48
LOG-3884,2025-10-16 02:06:35,Server-C,INFO,87.41,1065.63
LOG-3885,2026-02-11 14:18:22,Server-D,CRITICAL,89.5,457.75
LOG-3886,2025-07-02 09:11:45,Server-D,ERROR,89.77,788.61
LOG-3887,2026-03-27 07:47:34,Server-A,ERROR,97.8,1663.76
LOG-3888,2025-06-13 22:35:34,Server-E,ERROR,98.65,1628.67
LOG-3889,2026-02-26 13:11:34,Server-D,INFO,94.24,1730.41
LOG-3890,2025-12-07 05:17:18,Server-E,WARN,89.98,1009.37
LOG-3891,2026-04-28 01:18:04,Server-B,WARN,93.71,921.45
LOG-3892,2025-12-21 05:39:17,Server-C,INFO,89.32,635.68
LOG-3893,2026-02-09 11:31:26,Server-C,CRITICAL,93.02,577.34
LOG-3894,2025-11-02 18:36:22,Server-E,ERROR,87.53,1835.26
LOG-3895,2026-04-07 09:43:31,Server-C,ERROR,99.45,1476.01
LOG-3896,2025-11-19 08:54:31,Server-B,ERROR,99.24,350.35
LOG-3897,2025-12-01 08:30:51,Server-C,ERROR,90.01,1806.27
LOG-3898,2025-07-01 10:12:15,Server-D,INFO,87.84,173.1
LOG-3899,2025-07-21 02:49:39,Server-A,CRITICAL,90.06,1437.07
LOG-3900,2026-05-11 05:19:35,Server-B,INFO,89.58,426.71
LOG-3901,2026-03-01 18:17:56,Server-C,INFO,99.54,1710.42
LOG-3902,2026-02-05 14:21:55,Server-E,ERROR,85.94,960.05
LOG-3903,2026-04-28 17:08:36,Server-C,ERROR,94.24,595.27
LOG-3904,2025-08-12 23:38:58,Server-C,INFO,97.34,1266.69
LOG-3905,2026-02-28 09:06:37,Server-B,WARN,95.41,1769.55
LOG-3906,2026-03-08 18:30:30,Server-C,CRITICAL,92.73,1279.96
LOG-3907,2026-02-26 15:27:03,Server-A,WARN,95.74,1069.27
LOG-3908,2025-10-17 02:33:12,Server-C,INFO,86.2,1053.68
LOG-3909,2025-12-05 18:43:55,Server-D,ERROR,99.53,1660.84
LOG-3910,2025-12-09 04:38:16,Server-E,ERROR,95.02,377.14
LOG-3911,2026-01-05 11:25:48,Server-E,ERROR,85.48,413.84
LOG-3912,2025-06-17 00:17:46,Server-C,ERROR,95.65,1468.1
LOG-3913,2025-12-26 06:58:43,Server-E,CRITICAL,88.61,742.81
LOG-3914,2026-02-18 03:54:37,Server-D,ERROR,92.54,1810.29
LOG-3915,2026-02-08 17:13:18,Server-C,INFO,99.62,1195.92
LOG-3916,2026-04-27 15:22:33,Server-E,WARN,96.57,1911.49
LOG-3917,2025-12-22 00:54:33,Server-D,ERROR,86.84,1328.97
LOG-3918,2025-09-06 04:42:15,Server-B,ERROR,85.95,1631.55
LOG-3919,2025-08-02 12:11:27,Server-B,INFO,86.5,711.42
LOG-3920,2026-04-08 03:28:38,Server-B,INFO,86.11,1210.06
LOG-3921,2025-10-03 03:21:20,Server-B,CRITICAL,93.26,1511.59
LOG-3922,2025-12-25 04:18:13,Server-E,INFO,89.32,1179.04
LOG-3923,2026-01-30 00:34:03,Server-C,CRITICAL,94.24,1787.34
LOG-3924,2025-11-03 04:22:22,Server-B,ERROR,92.87,1124.83
LOG-3925,2025-08-25 16:22:08,Server-B,ERROR,98.89,1459.37
LOG-3926,2026-05-14 03:25:19,Server-A,INFO,89.74,1083.96
LOG-3927,2025-11-05 13:58:20,Server-E,CRITICAL,92.59,1797.11
LOG-3928,2025-07-09 11:05:53,Server-A,WARN,87.24,1507.41
LOG-3929,2025-06-22 22:17:49,Server-A,WARN,94.16,1846.06
LOG-3930,2025-12-28 22:53:26,Server-D,CRITICAL,88.87,1004.91
LOG-3931,2026-01-07 16:55:36,Server-C,WARN,95.58,384.45
LOG-3932,2025-10-14 21:32:28,Server-E,ERROR,90.03,544.04
LOG-3933,2025-12-30 03:13:50,Server-C,ERROR,96.79,597.86
LOG-3934,2025-06-15 10:02:49,Server-B,WARN,90.12,1661.71
LOG-3935,2025-07-24 05:57:30,Server-A,INFO,98.58,142.12
LOG-3936,2026-04-29 23:12:48,Server-C,CRITICAL,87.1,350.25
LOG-3937,2026-02-20 15:12:04,Server-B,INFO,92.99,1102.92
LOG-3938,2025-09-01 20:06:50,Server-B,WARN,99.41,857.4
LOG-3939,2025-06-11 20:07:18,Server-D,ERROR,92.25,474.93
LOG-3940,2026-06-02 22:46:59,Server-E,INFO,86.11,785.54
LOG-3941,2026-04-18 13:35:12,Server-D,ERROR,94.28,1003.01
LOG-3942,2026-02-23 16:05:00,Server-C,ERROR,93.34,651.37
LOG-3943,2025-08-23 06:10:31,Server-D,CRITICAL,94.13,113.37
LOG-3944,2025-09-23 09:03:41,Server-C,INFO,91.17,1961.91
LOG-3945,2025-08-09 00:45:02,Server-C,WARN,89.65,1647.42
LOG-3946,2026-02-12 19:40:11,Server-C,WARN,99.45,381.51
LOG-3947,2025-12-14 18:48:46,Server-A,WARN,95.38,1518.09
LOG-3948,2025-06-09 00:36:12,Server-D,WARN,93.17,105.32
LOG-3949,2025-08-11 01:00:08,Server-B,ERROR,93.29,654.86
LOG-3950,2025-12-03 08:46:13,Server-C,CRITICAL,98.07,203.44
LOG-3951,2026-04-20 00:30:43,Server-A,ERROR,90.03,77.68
LOG-3952,2025-12-26 10:20:25,Server-A,ERROR,96.51,1186.35
LOG-3953,2026-03-02 05:06:05,Server-E,INFO,95.48,640.78
LOG-3954,2025-06-13 23:08:02,Server-B,INFO,92.26,1911.21
LOG-3955,2026-04-22 07:23:44,Server-C,WARN,85.23,940.03
LOG-3956,2025-08-02 16:08:28,Server-E,ERROR,86.98,462.18
LOG-3957,2026-04-19 16:35:48,Server-D,WARN,97.57,360.05
LOG-3958,2026-02-16 19:51:23,Server-E,CRITICAL,90.05,641.06
LOG-3959,2025-06-28 21:39:35,Server-B,ERROR,85.53,636.16
LOG-3960,2026-04-29 19:54:31,Server-E,CRITICAL,94.37,755.81
LOG-3961,2025-12-06 21:11:01,Server-D,CRITICAL,96.76,1152.42
LOG-3962,2026-04-27 00:10:33,Server-D,CRITICAL,91.98,330.42
LOG-3963,2025-10-20 17:12:58,Server-E,INFO,97.87,1494.1
LOG-3964,2025-10-23 15:58:39,Server-B,CRITICAL,96.09,1288.73
LOG-3965,2026-05-26 22:37:42,Server-A,CRITICAL,85.78,105.6
LOG-3966,2026-02-22 11:34:24,Server-B,INFO,87.25,663.65
LOG-3967,2025-11-16 21:21:53,Server-B,CRITICAL,93.14,1908.99
LOG-3968,2025-08-10 11:19:07,Server-B,WARN,92.39,1087.57
LOG-3969,2026-03-18 16:28:17,Server-D,WARN,97.02,1257.72
LOG-3970,2025-07-08 21:04:45,Server-E,WARN,92.95,1882.84
LOG-3971,2026-05-30 15:31:02,Server-D,ERROR,87.2,772.15
LOG-3972,2025-08-08 04:40:14,Server-A,WARN,89.31,88.75
LOG-3973,2025-09-21 16:38:31,Server-E,INFO,89.14,408.75
LOG-3974,2025-06-15 00:30:12,Server-E,ERROR,92.7,1673.26
LOG-3975,2025-12-20 14:42:56,Server-E,WARN,92.33,555.57
LOG-3976,2026-01-08 12:57:56,Server-D,ERROR,90.39,461.08
LOG-3977,2026-02-28 19:48:31,Server-B,WARN,88.97,1039.44
LOG-3978,2025-12-17 05:20:59,Server-A,INFO,97.57,1440.14
LOG-3979,2026-06-05 03:20:50,Server-A,WARN,85.42,931.68
LOG-3980,2026-03-22 18:18:30,Server-A,WARN,89.09,746.87
LOG-3981,2025-08-09 23:23:00,Server-E,ERROR,96.14,286.48
LOG-3982,2025-09-22 06:29:55,Server-C,ERROR,89.01,546.46
LOG-3983,2026-01-16 04:19:26,Server-A,ERROR,89.95,511.26
LOG-3984,2026-01-19 21:54:21,Server-E,WARN,89.98,804.74
LOG-3985,2025-12-18 19:47:33,Server-A,CRITICAL,97.85,1846.94
LOG-3986,2026-03-08 19:29:30,Server-C,WARN,85.36,1835.66
LOG-3987,2025-06-23 15:11:17,Server-E,INFO,93.69,1739.67
LOG-3988,2025-09-09 20:09:52,Server-D,ERROR,91.0,770.61
LOG-3989,2026-01-19 03:18:35,Server-E,INFO,93.93,785.78
LOG-3990,2025-07-19 13:41:27,Server-A,WARN,93.74,1097.37
LOG-3991,2026-02-18 13:05:09,Server-B,ERROR,95.97,1928.65
LOG-3992,2025-08-01 01:11:10,Server-B,CRITICAL,98.01,106.28
LOG-3993,2025-06-27 10:24:11,Server-C,WARN,92.38,1704.41
LOG-3994,2026-04-19 01:10:13,Server-B,ERROR,85.13,1993.88
LOG-3995,2025-10-25 02:39:05,Server-A,WARN,94.78,1323.89
LOG-3996,2025-12-26 20:38:45,Server-C,CRITICAL,99.06,1326.18
LOG-3997,2025-08-26 16:37:32,Server-B,ERROR,92.96,930.58
LOG-3998,2025-07-28 09:51:44,Server-D,INFO,99.05,1391.16
LOG-3999,2025-08-24 05:39:04,Server-C,CRITICAL,92.01,1257.29
LOG-4000,2025-12-14 23:27:02,Server-B,WARN,99.34,1601.04
LOG-4001,2026-05-30 00:25:06,Server-C,ERROR,95.61,598.51
LOG-4002,2026-03-26 04:01:16,Server-D,WARN,91.55,1902.24
LOG-4003,2026-01-01 16:53:49,Server-C,ERROR,98.08,1420.9
LOG-4004,2026-03-22 13:33:39,Server-D,CRITICAL,96.81,597.02
LOG-4005,2025-07-19 08:34:48,Server-E,ERROR,86.58,1877.35
LOG-4006,2025-11-25 18:45:51,Server-D,ERROR,88.78,1727.59
LOG-4007,2025-10-09 18:18:42,Server-A,INFO,98.25,934.01
LOG-4008,2025-07-09 02:59:39,Server-B,ERROR,88.24,666.54
LOG-4009,2025-11-06 07:53:41,Server-C,INFO,97.86,1451.41
LOG-4010,2026-05-10 00:13:46,Server-C,WARN,89.52,1715.05
LOG-4011,2025-06-29 04:36:44,Server-C,WARN,89.0,1710.73
LOG-4012,2026-05-09 19:35:43,Server-C,WARN,92.35,1317.22
LOG-4013,2025-09-20 09:08:04,Server-D,CRITICAL,98.9,978.09
LOG-4014,2025-11-08 06:55:37,Server-D,CRITICAL,99.8,1632.63
LOG-4015,2026-03-10 16:59:08,Server-D,CRITICAL,94.33,892.93
LOG-4016,2025-08-18 10:41:35,Server-B,CRITICAL,94.34,1343.23
LOG-4017,2025-09-03 19:58:37,Server-A,ERROR,96.7,1906.16
LOG-4018,2026-05-28 23:04:42,Server-C,INFO,93.85,1888.69
LOG-4019,2025-10-24 06:25:26,Server-C,CRITICAL,88.51,1295.89
LOG-4020,2025-09-11 17:30:39,Server-E,CRITICAL,99.15,354.88
LOG-4021,2025-09-23 19:29:25,Server-B,WARN,94.38,1012.7
LOG-4022,2025-08-30 16:18:46,Server-D,CRITICAL,97.26,1139.01
LOG-4023,2026-03-05 14:46:19,Server-B,ERROR,88.86,1696.96
LOG-4024,2025-10-18 05:23:57,Server-C,ERROR,96.04,1841.7
LOG-4025,2025-09-26 23:37:09,Server-D,CRITICAL,99.05,1757.56
LOG-4026,2025-07-04 13:35:20,Server-E,CRITICAL,91.33,54.73
LOG-4027,2026-04-11 08:14:37,Server-E,WARN,85.14,1196.26
LOG-4028,2025-07-02 15:40:27,Server-A,INFO,86.03,1417.59
LOG-4029,2026-05-13 16:56:12,Server-B,ERROR,95.7,530.95
LOG-4030,2026-01-28 16:56:32,Server-E,INFO,93.55,1769.11
LOG-4031,2026-04-08 15:35:54,Server-A,ERROR,94.78,1098.02
LOG-4032,2026-01-21 10:20:56,Server-A,CRITICAL,86.97,1051.49
LOG-4033,2025-09-23 19:33:52,Server-C,ERROR,87.54,548.43
LOG-4034,2025-08-04 11:15:40,Server-E,CRITICAL,91.77,976.37
LOG-4035,2025-10-24 22:38:35,Server-D,CRITICAL,99.28,1700.53
LOG-4036,2026-04-10 12:09:28,Server-A,CRITICAL,88.04,1515.33
LOG-4037,2026-04-29 01:19:52,Server-A,ERROR,94.03,626.45
LOG-4038,2025-12-19 03:04:49,Server-E,WARN,99.37,1658.17
LOG-4039,2026-04-16 06:41:39,Server-A,WARN,87.09,1406.29
LOG-4040,2026-04-05 08:51:15,Server-E,ERROR,95.0,836.5
LOG-4041,2025-09-03 23:53:58,Server-A,INFO,88.16,1911.53
LOG-4042,2025-09-06 16:19:41,Server-A,ERROR,88.62,1360.25
LOG-4043,2025-12-18 12:17:10,Server-C,WARN,89.13,647.85
LOG-4044,2026-02-14 07:18:04,Server-D,CRITICAL,98.89,1553.89
LOG-4045,2025-06-10 19:23:26,Server-C,ERROR,96.99,1012.83
LOG-4046,2025-09-01 17:48:08,Server-B,INFO,90.24,1627.44
LOG-4047,2025-07-21 18:06:05,Server-B,INFO,91.07,79.67
LOG-4048,2025-10-20 23:50:46,Server-A,ERROR,92.26,85.54
LOG-4049,2026-03-19 10:57:28,Server-B,CRITICAL,85.17,370.69
LOG-4050,2025-09-23 19:10:09,Server-B,WARN,90.6,1435.14
LOG-4051,2026-02-18 06:29:33,Server-C,CRITICAL,97.61,1856.93
LOG-4052,2026-05-17 13:05:23,Server-B,ERROR,98.47,1202.61
LOG-4053,2025-12-08 00:10:10,Server-D,ERROR,90.02,867.16
LOG-4054,2026-02-20 13:06:23,Server-D,WARN,96.57,1988.21
LOG-4055,2025-12-29 09:19:44,Server-C,CRITICAL,96.18,1006.63
LOG-4056,2026-05-28 01:58:11,Server-B,ERROR,98.14,1395.74
LOG-4057,2025-11-20 17:15:43,Server-D,INFO,95.74,1738.34
LOG-4058,2026-01-19 13:44:08,Server-E,ERROR,97.55,1413.76
LOG-4059,2025-09-18 08:16:51,Server-B,WARN,97.14,220.09
LOG-4060,2026-03-04 00:46:27,Server-A,WARN,92.75,677.54
LOG-4061,2025-10-13 13:57:47,Server-C,INFO,90.31,1634.56
LOG-4062,2025-06-13 16:23:51,Server-D,WARN,95.7,793.39
LOG-4063,2025-06-26 13:49:46,Server-D,ERROR,99.99,929.54
LOG-4064,2026-04-25 02:19:33,Server-A,CRITICAL,96.42,1199.96
LOG-4065,2026-05-22 06:17:17,Server-D,ERROR,86.47,1868.72
LOG-4066,2025-12-06 18:38:55,Server-A,CRITICAL,91.01,1695.12
LOG-4067,2025-12-07 11:43:23,Server-A,CRITICAL,92.79,358.5
LOG-4068,2025-11-16 21:58:17,Server-C,CRITICAL,99.71,1769.59
LOG-4069,2025-06-09 09:05:46,Server-A,ERROR,96.74,476.49
LOG-4070,2026-02-25 14:46:39,Server-D,CRITICAL,97.95,1392.36
LOG-4071,2026-04-30 03:26:20,Server-A,WARN,99.25,894.12
LOG-4072,2026-02-27 01:38:47,Server-C,CRITICAL,87.76,1299.96
LOG-4073,2026-02-25 23:44:28,Server-C,CRITICAL,92.73,1812.19
LOG-4074,2025-10-31 21:48:31,Server-A,CRITICAL,93.94,1935.6
LOG-4075,2026-04-10 20:41:11,Server-E,WARN,96.74,1377.11
